customer_id,province,customer_segment,consent_status,orders_h1,revenue_h1_zar,distinct_categories,recency_days,purchase_propensity_score,purchase_propensity_band,churn_risk_score,recommended_audience
CUST-000030,Western Cape,New,unknown,0,0.00,0,181,0.0100,Low propensity,0.7628,Suppress from paid media
CUST-000031,Western Cape,New,denied,2,472.00,3,19,0.3560,Medium propensity,0.2038,Email nurture
CUST-000032,Western Cape,Returning,granted,1,192.38,1,161,0.0648,Low propensity,0.7096,Suppress from paid media
CUST-000033,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7662,Suppress from paid media
CUST-000034,Gauteng,Returning,granted,1,433.70,1,72,0.2653,Medium propensity,0.4849,Email nurture
CUST-000035,Northern Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7589,Suppress from paid media
CUST-000036,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7538,Suppress from paid media
CUST-000037,Gauteng,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7842,Suppress from paid media
CUST-000038,Western Cape,New,granted,1,314.93,2,82,0.1946,Low propensity,0.5996,Suppress from paid media
CUST-000039,Free State,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7604,Suppress from paid media
CUST-000040,Western Cape,Returning,denied,0,0.00,0,181,0.0100,Low propensity,0.7289,Suppress from paid media
CUST-000041,Limpopo,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7965,Suppress from paid media
CUST-000042,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7499,Suppress from paid media
CUST-000043,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7626,Suppress from paid media
CUST-000044,Gauteng,New,granted,2,2612.52,3,12,0.5067,High propensity,0.0923,Customer Match + Email
CUST-000045,Gauteng,New,granted,3,854.47,3,18,0.5035,High propensity,0.1244,Customer Match + Email
CUST-000046,Limpopo,New,granted,1,126.38,1,89,0.1501,Low propensity,0.5838,Suppress from paid media
CUST-000047,Free State,New,granted,1,288.17,1,22,0.3434,Medium propensity,0.2449,Email nurture
CUST-000048,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7847,Suppress from paid media
CUST-000049,Gauteng,New,granted,1,480.20,1,172,0.1690,Low propensity,0.5773,Suppress from paid media
CUST-000050,Western Cape,Returning,denied,4,1197.79,4,11,0.5349,High propensity,0.0624,Customer Match + Email
CUST-000051,Gauteng,Returning,unknown,2,549.50,3,114,0.2442,Medium propensity,0.5581,Email nurture
CUST-000052,Western Cape,Lapsed Reactivated,denied,0,0.00,0,181,0.0100,Low propensity,0.7397,Suppress from paid media
CUST-000053,North West,Lapsed Reactivated,granted,1,568.09,1,59,0.3131,Medium propensity,0.4204,Email nurture
CUST-000054,Gauteng,Returning,granted,2,442.27,2,53,0.3806,Medium propensity,0.3742,Email nurture
CUST-000055,KwaZulu-Natal,New,granted,1,713.09,1,12,0.4146,Medium propensity,0.1264,Email nurture
CUST-000056,Gauteng,New,granted,1,304.05,1,6,0.3076,Medium propensity,0.2035,Email nurture
CUST-000057,Gauteng,Returning,unknown,0,0.00,0,181,0.0100,Low propensity,0.7281,Suppress from paid media
CUST-000058,Mpumalanga,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7890,Suppress from paid media
CUST-000059,KwaZulu-Natal,New,unknown,2,1009.08,3,6,0.4037,Medium propensity,0.1173,Email nurture
CUST-000060,KwaZulu-Natal,Returning,granted,1,433.93,2,170,0.2579,Medium propensity,0.4858,Email nurture
CUST-000061,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7631,Suppress from paid media
CUST-000062,Western Cape,New,granted,2,262.61,1,18,0.4377,High propensity,0.1495,Customer Match + Email
CUST-000063,Gauteng,New,granted,1,829.32,3,47,0.3621,Medium propensity,0.3218,Email nurture
CUST-000064,Gauteng,New,denied,3,733.91,2,45,0.2735,Medium propensity,0.4132,Email nurture
CUST-000065,Gauteng,Lapsed Reactivated,denied,0,0.00,0,181,0.0100,Low propensity,0.7600,Suppress from paid media
CUST-000066,Gauteng,New,granted,1,365.31,1,45,0.2730,Medium propensity,0.3993,Email nurture
CUST-000067,Gauteng,New,granted,2,1480.04,3,32,0.4248,High propensity,0.2197,Customer Match + Email
CUST-000068,KwaZulu-Natal,Lapsed Reactivated,granted,1,237.33,1,25,0.3432,Medium propensity,0.2751,Email nurture
CUST-000069,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7807,Suppress from paid media
CUST-000070,Western Cape,New,granted,2,1368.82,4,59,0.3590,Medium propensity,0.3772,Email nurture
CUST-000071,Gauteng,VIP,granted,1,502.34,1,117,0.2622,Medium propensity,0.5197,Email nurture
CUST-000072,Western Cape,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7947,Suppress from paid media
CUST-000073,Gauteng,New,denied,1,246.68,1,83,0.0394,Low propensity,0.7038,Suppress from paid media
CUST-000074,Gauteng,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7314,Suppress from paid media
CUST-000075,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7989,Suppress from paid media
CUST-000076,Gauteng,New,granted,1,1184.57,2,12,0.4015,Medium propensity,0.1461,Email nurture
CUST-000077,Gauteng,New,granted,3,962.91,3,18,0.4762,High propensity,0.1018,Customer Match + Email
CUST-000078,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7741,Suppress from paid media
CUST-000079,Gauteng,New,granted,1,738.25,1,91,0.2655,Medium propensity,0.4835,Email nurture
CUST-000080,Western Cape,Returning,granted,1,408.20,3,58,0.3344,Medium propensity,0.4463,Email nurture
CUST-000081,Gauteng,Returning,granted,2,703.20,2,41,0.4146,Medium propensity,0.2408,Email nurture
CUST-000082,Limpopo,Returning,granted,2,1034.48,3,49,0.3691,Medium propensity,0.3816,Email nurture
CUST-000083,Free State,Returning,granted,1,272.46,1,109,0.1954,Low propensity,0.5921,Suppress from paid media
CUST-000084,Mpumalanga,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7259,Suppress from paid media
CUST-000085,Western Cape,New,granted,1,321.95,1,101,0.1944,Low propensity,0.5457,Suppress from paid media
CUST-000086,KwaZulu-Natal,New,denied,1,297.53,1,79,0.0933,Low propensity,0.6548,Suppress from paid media
CUST-000087,Free State,Returning,granted,3,981.49,4,9,0.5815,High propensity,0.0100,Customer Match + Email
CUST-000088,Gauteng,New,granted,2,893.76,2,149,0.3458,Medium propensity,0.4448,Email nurture
CUST-000089,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7527,Suppress from paid media
CUST-000090,Gauteng,New,granted,2,754.45,2,51,0.3494,Medium propensity,0.4088,Email nurture
CUST-000091,Gauteng,New,granted,1,1108.76,1,66,0.2709,Medium propensity,0.5303,Email nurture
CUST-000092,Gauteng,VIP,granted,0,0.00,0,181,0.0100,Low propensity,0.7246,Suppress from paid media
CUST-000093,Gauteng,New,granted,1,152.22,1,97,0.1342,Low propensity,0.6365,Suppress from paid media
CUST-000094,Gauteng,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7233,Suppress from paid media
CUST-000095,North West,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7360,Suppress from paid media
CUST-000096,Limpopo,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7415,Suppress from paid media
CUST-000097,North West,New,granted,1,153.43,1,162,0.1513,Low propensity,0.6135,Suppress from paid media
CUST-000098,Western Cape,New,granted,1,378.10,1,11,0.3520,Medium propensity,0.1929,Email nurture
CUST-000099,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7297,Suppress from paid media
CUST-000100,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7800,Suppress from paid media
CUST-000101,Western Cape,New,granted,1,202.56,1,27,0.2856,Medium propensity,0.3341,Email nurture
CUST-000102,Western Cape,New,denied,3,1742.48,2,15,0.4538,High propensity,0.1102,Customer Match + Email
CUST-000103,Gauteng,New,granted,3,1558.61,4,56,0.4354,High propensity,0.3138,Customer Match + Email
CUST-000104,Western Cape,VIP,granted,1,303.57,1,150,0.1409,Low propensity,0.6190,Suppress from paid media
CUST-000105,Gauteng,Returning,denied,1,643.11,1,165,0.1409,Low propensity,0.6002,Suppress from paid media
CUST-000106,Western Cape,New,granted,1,689.35,1,118,0.2695,Medium propensity,0.4677,Email nurture
CUST-000107,KwaZulu-Natal,New,denied,3,860.23,4,58,0.3584,Medium propensity,0.3847,Email nurture
CUST-000108,Gauteng,New,granted,2,1121.72,2,43,0.4188,Medium propensity,0.2764,Email nurture
CUST-000109,Western Cape,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7218,Suppress from paid media
CUST-000110,Gauteng,New,granted,1,690.54,3,60,0.3079,Medium propensity,0.4873,Email nurture
CUST-000111,Western Cape,New,granted,1,238.41,1,79,0.1547,Low propensity,0.5847,Suppress from paid media
CUST-000112,Gauteng,New,granted,3,1232.66,3,30,0.4878,High propensity,0.1591,Customer Match + Email
CUST-000113,Western Cape,Returning,granted,2,695.50,2,113,0.3188,Medium propensity,0.4240,Email nurture
CUST-000114,Limpopo,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7340,Suppress from paid media
CUST-000115,Gauteng,New,granted,4,1657.90,4,73,0.4601,High propensity,0.3211,Customer Match + Email
CUST-000116,Western Cape,New,granted,1,171.75,1,41,0.1891,Low propensity,0.4684,Suppress from paid media
CUST-000117,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7984,Suppress from paid media
CUST-000118,Free State,New,granted,2,1170.55,3,82,0.2983,Medium propensity,0.5018,Email nurture
CUST-000119,Gauteng,Lapsed Reactivated,unknown,3,796.41,3,11,0.4684,High propensity,0.0763,Customer Match + Email
CUST-000120,Western Cape,Lapsed Reactivated,denied,1,260.32,1,73,0.0999,Low propensity,0.6995,Suppress from paid media
CUST-000121,Gauteng,Returning,granted,1,295.42,2,115,0.1586,Low propensity,0.6388,Suppress from paid media
CUST-000122,Free State,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7716,Suppress from paid media
CUST-000123,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7633,Suppress from paid media
CUST-000124,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7989,Suppress from paid media
CUST-000125,Western Cape,New,granted,1,503.99,1,140,0.2391,Medium propensity,0.5637,Email nurture
CUST-000126,Gauteng,New,granted,2,1610.61,5,95,0.3257,Medium propensity,0.4330,Email nurture
CUST-000127,North West,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7972,Suppress from paid media
CUST-000128,Gauteng,New,denied,3,1858.07,5,16,0.4822,High propensity,0.0795,Customer Match + Email
CUST-000129,Western Cape,New,granted,2,836.44,1,0,0.4379,High propensity,0.1010,Customer Match + Email
CUST-000130,Gauteng,Returning,denied,2,476.93,2,87,0.2120,Low propensity,0.5645,Suppress from paid media
CUST-000131,North West,New,granted,2,1291.40,5,24,0.4712,High propensity,0.1780,Customer Match + Email
CUST-000132,Gauteng,New,granted,1,499.45,1,88,0.2450,Medium propensity,0.5209,Email nurture
CUST-000133,Western Cape,New,granted,1,480.97,1,146,0.2386,Medium propensity,0.5687,Email nurture
CUST-000134,Gauteng,Returning,granted,2,544.79,2,57,0.3235,Medium propensity,0.4217,Email nurture
CUST-000135,KwaZulu-Natal,Returning,denied,2,2804.56,3,7,0.4064,Medium propensity,0.1742,Email nurture
CUST-000136,Gauteng,Returning,denied,2,840.71,4,6,0.3986,Medium propensity,0.1241,Email nurture
CUST-000137,Limpopo,New,granted,1,505.74,2,38,0.3735,Medium propensity,0.3305,Email nurture
CUST-000138,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7990,Suppress from paid media
CUST-000139,Gauteng,New,granted,2,595.01,2,7,0.4895,High propensity,0.0384,Customer Match + Email
CUST-000140,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7290,Suppress from paid media
CUST-000141,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7855,Suppress from paid media
CUST-000142,Western Cape,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7587,Suppress from paid media
CUST-000143,Limpopo,Returning,denied,2,684.24,2,8,0.4276,High propensity,0.1108,Customer Match + Email
CUST-000144,KwaZulu-Natal,New,granted,4,2857.37,4,43,0.5626,High propensity,0.1741,Customer Match + Email
CUST-000145,Western Cape,New,granted,1,154.93,1,139,0.1363,Low propensity,0.6537,Suppress from paid media
CUST-000146,Gauteng,New,granted,1,305.51,1,98,0.1679,Low propensity,0.6315,Suppress from paid media
CUST-000147,Western Cape,New,granted,4,1864.91,3,4,0.6697,High propensity,0.0100,Customer Match + Email
CUST-000148,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7742,Suppress from paid media
CUST-000149,Western Cape,Returning,granted,1,214.65,1,35,0.2261,Medium propensity,0.4324,Email nurture
CUST-000150,Western Cape,New,denied,1,239.18,1,159,0.0608,Low propensity,0.7097,Suppress from paid media
CUST-000151,Eastern Cape,Returning,granted,1,254.88,1,134,0.1629,Low propensity,0.6449,Suppress from paid media
CUST-000152,Western Cape,Lapsed Reactivated,granted,3,947.18,5,6,0.6152,High propensity,0.0100,Customer Match + Email
CUST-000153,Mpumalanga,New,granted,3,1505.01,3,17,0.5120,High propensity,0.0497,Customer Match + Email
CUST-000154,Gauteng,New,granted,2,678.89,3,50,0.4088,Medium propensity,0.3446,Email nurture
CUST-000155,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7552,Suppress from paid media
CUST-000156,Eastern Cape,Lapsed Reactivated,granted,3,1914.41,4,11,0.5961,High propensity,0.0100,Customer Match + Email
CUST-000157,Western Cape,Returning,denied,0,0.00,0,181,0.0100,Low propensity,0.7279,Suppress from paid media
CUST-000158,Limpopo,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7224,Suppress from paid media
CUST-000159,Gauteng,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7980,Suppress from paid media
CUST-000160,Free State,Returning,granted,1,239.23,1,32,0.2664,Medium propensity,0.3687,Email nurture
CUST-000161,Gauteng,New,granted,1,687.25,1,145,0.2520,Medium propensity,0.5072,Email nurture
CUST-000162,Gauteng,Returning,granted,3,1021.92,2,54,0.4273,High propensity,0.3433,Customer Match + Email
CUST-000163,KwaZulu-Natal,Returning,denied,1,620.57,1,51,0.2297,Medium propensity,0.4982,Email nurture
CUST-000164,Limpopo,Returning,granted,3,603.43,2,23,0.5236,High propensity,0.1271,Customer Match + Email
CUST-000165,Eastern Cape,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7241,Suppress from paid media
CUST-000166,Western Cape,New,granted,1,170.86,1,81,0.1592,Low propensity,0.5711,Suppress from paid media
CUST-000167,Gauteng,New,granted,1,180.43,1,160,0.1073,Low propensity,0.6258,Suppress from paid media
CUST-000168,Eastern Cape,New,granted,2,592.84,3,87,0.3402,Medium propensity,0.4602,Email nurture
CUST-000169,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7838,Suppress from paid media
CUST-000170,Gauteng,VIP,granted,1,135.27,1,21,0.2667,Medium propensity,0.3801,Email nurture
CUST-000171,Gauteng,VIP,granted,1,239.33,1,139,0.1041,Low propensity,0.6288,Suppress from paid media
CUST-000172,Western Cape,New,granted,2,634.04,2,50,0.3663,Medium propensity,0.3429,Email nurture
CUST-000173,Western Cape,New,granted,1,846.78,2,29,0.3764,Medium propensity,0.2797,Email nurture
CUST-000174,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7585,Suppress from paid media
CUST-000175,Western Cape,Returning,denied,2,613.83,2,94,0.2242,Medium propensity,0.5104,Email nurture
CUST-000176,Western Cape,New,unknown,0,0.00,0,181,0.0100,Low propensity,0.7319,Suppress from paid media
CUST-000177,Gauteng,Lapsed Reactivated,granted,0,0.00,0,181,0.0100,Low propensity,0.7929,Suppress from paid media
CUST-000178,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7884,Suppress from paid media
CUST-000179,Gauteng,New,unknown,0,0.00,0,181,0.0100,Low propensity,0.7345,Suppress from paid media
CUST-000180,Gauteng,New,denied,2,1005.38,3,41,0.3135,Medium propensity,0.3705,Email nurture
CUST-000181,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7218,Suppress from paid media
CUST-000182,Gauteng,New,granted,1,475.01,1,46,0.2860,Medium propensity,0.4187,Email nurture
CUST-000183,Limpopo,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7841,Suppress from paid media
CUST-000184,Western Cape,New,granted,2,819.08,2,65,0.3488,Medium propensity,0.4178,Email nurture
CUST-000185,Western Cape,New,granted,1,263.45,1,70,0.1728,Low propensity,0.6135,Suppress from paid media
CUST-000186,Northern Cape,Returning,granted,1,880.40,2,75,0.2231,Medium propensity,0.5192,Email nurture
CUST-000187,Gauteng,New,granted,3,1241.16,3,12,0.5614,High propensity,0.0100,Customer Match + Email
CUST-000188,Gauteng,New,denied,1,190.66,1,156,0.0775,Low propensity,0.6663,Suppress from paid media
CUST-000189,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7234,Suppress from paid media
CUST-000190,Western Cape,Returning,granted,2,1649.25,4,53,0.3980,Medium propensity,0.3071,Email nurture
CUST-000191,Northern Cape,New,granted,2,851.21,2,44,0.4166,Medium propensity,0.3175,Email nurture
CUST-000192,Limpopo,VIP,granted,1,253.15,2,6,0.3773,Medium propensity,0.1375,Email nurture
CUST-000193,Gauteng,New,granted,3,964.94,4,5,0.5946,High propensity,0.0100,Customer Match + Email
CUST-000194,KwaZulu-Natal,Returning,granted,1,348.71,1,79,0.2090,Low propensity,0.5888,Suppress from paid media
CUST-000195,Gauteng,VIP,granted,0,0.00,0,181,0.0100,Low propensity,0.7413,Suppress from paid media
CUST-000196,Limpopo,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7325,Suppress from paid media
CUST-000197,Limpopo,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7908,Suppress from paid media
CUST-000198,Western Cape,Returning,denied,0,0.00,0,181,0.0100,Low propensity,0.7804,Suppress from paid media
CUST-000199,Western Cape,New,unknown,0,0.00,0,181,0.0100,Low propensity,0.7490,Suppress from paid media
CUST-000200,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7742,Suppress from paid media
CUST-000201,KwaZulu-Natal,Lapsed Reactivated,granted,0,0.00,0,181,0.0100,Low propensity,0.7283,Suppress from paid media
CUST-000202,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7417,Suppress from paid media
CUST-000203,Gauteng,New,granted,1,379.55,1,5,0.3509,Medium propensity,0.2175,Email nurture
CUST-000204,Gauteng,Lapsed Reactivated,granted,1,300.58,1,168,0.1855,Low propensity,0.5813,Suppress from paid media
CUST-000205,Western Cape,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7785,Suppress from paid media
CUST-000206,Free State,Returning,granted,1,210.20,1,129,0.1394,Low propensity,0.6645,Suppress from paid media
CUST-000207,Gauteng,Returning,granted,1,187.94,1,28,0.2325,Medium propensity,0.4333,Email nurture
CUST-000208,Gauteng,New,granted,2,1180.73,3,87,0.3148,Medium propensity,0.4155,Email nurture
CUST-000209,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7498,Suppress from paid media
CUST-000210,Gauteng,New,granted,2,817.30,3,54,0.4039,Medium propensity,0.3191,Email nurture
CUST-000211,KwaZulu-Natal,New,granted,2,2437.47,2,27,0.4488,High propensity,0.2126,Customer Match + Email
CUST-000212,KwaZulu-Natal,Lapsed Reactivated,granted,1,490.47,1,105,0.2533,Medium propensity,0.5417,Email nurture
CUST-000213,North West,New,granted,3,649.45,3,4,0.5765,High propensity,0.0100,Customer Match + Email
CUST-000214,KwaZulu-Natal,New,granted,2,2567.33,3,23,0.4374,High propensity,0.1621,Customer Match + Email
CUST-000215,Gauteng,New,granted,1,230.89,1,41,0.2734,Medium propensity,0.3854,Email nurture
CUST-000216,Eastern Cape,New,denied,2,458.50,1,15,0.2770,Medium propensity,0.2868,Email nurture
CUST-000217,Western Cape,New,granted,1,1157.81,1,29,0.3394,Medium propensity,0.2969,Email nurture
CUST-000218,Western Cape,New,granted,3,1308.66,2,57,0.4032,Medium propensity,0.3184,Email nurture
CUST-000219,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7990,Suppress from paid media
CUST-000220,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7833,Suppress from paid media
CUST-000221,Western Cape,Returning,granted,2,664.84,3,36,0.4438,High propensity,0.2107,Customer Match + Email
CUST-000222,Mpumalanga,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7403,Suppress from paid media
CUST-000223,Eastern Cape,New,granted,6,2427.76,5,6,0.6262,High propensity,0.0100,Customer Match + Email
CUST-000224,Free State,New,granted,1,894.34,2,21,0.3855,Medium propensity,0.2292,Email nurture
CUST-000225,Gauteng,Returning,granted,1,1342.25,1,54,0.2915,Medium propensity,0.4149,Email nurture
CUST-000226,Eastern Cape,New,granted,1,772.06,2,4,0.4728,High propensity,0.0902,Customer Match + Email
CUST-000227,Western Cape,Returning,granted,1,443.48,1,109,0.1678,Low propensity,0.6034,Suppress from paid media
CUST-000228,Western Cape,Returning,granted,1,199.19,1,119,0.0999,Low propensity,0.6596,Suppress from paid media
CUST-000229,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7863,Suppress from paid media
CUST-000230,Western Cape,New,granted,4,2420.34,3,4,0.6039,High propensity,0.0100,Customer Match + Email
CUST-000231,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7936,Suppress from paid media
CUST-000232,Western Cape,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7255,Suppress from paid media
CUST-000233,KwaZulu-Natal,New,granted,2,619.50,3,52,0.3884,Medium propensity,0.3118,Email nurture
CUST-000234,Western Cape,New,granted,1,455.17,2,164,0.1624,Low propensity,0.5731,Suppress from paid media
CUST-000235,Gauteng,New,granted,3,506.12,2,37,0.4709,High propensity,0.1707,Customer Match + Email
CUST-000236,Western Cape,New,granted,3,1659.41,4,110,0.3866,Medium propensity,0.4176,Email nurture
CUST-000237,Gauteng,New,granted,1,1580.37,2,161,0.2652,Medium propensity,0.4813,Email nurture
CUST-000238,Western Cape,New,granted,2,759.85,2,121,0.2438,Medium propensity,0.5488,Email nurture
CUST-000239,Eastern Cape,New,granted,3,791.69,3,53,0.4608,High propensity,0.2987,Customer Match + Email
CUST-000240,Gauteng,New,granted,2,780.77,2,8,0.5197,High propensity,0.0100,Customer Match + Email
CUST-000241,Gauteng,Returning,granted,1,263.55,1,6,0.3026,Medium propensity,0.2049,Email nurture
CUST-000242,Western Cape,New,unknown,2,596.46,2,21,0.3534,Medium propensity,0.2668,Email nurture
CUST-000243,Eastern Cape,Returning,granted,1,485.14,2,117,0.2310,Medium propensity,0.5570,Email nurture
CUST-000244,Limpopo,Returning,denied,3,1248.13,4,0,0.5285,High propensity,0.0100,Customer Match + Email
CUST-000245,Gauteng,VIP,granted,2,749.93,3,71,0.3651,Medium propensity,0.4389,Email nurture
CUST-000246,Free State,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7752,Suppress from paid media
CUST-000247,Gauteng,New,granted,1,289.23,2,147,0.2058,Low propensity,0.5796,Suppress from paid media
CUST-000248,Gauteng,Lapsed Reactivated,denied,0,0.00,0,181,0.0100,Low propensity,0.7374,Suppress from paid media
CUST-000249,Western Cape,Returning,granted,1,663.74,1,51,0.3109,Medium propensity,0.4044,Email nurture
CUST-000250,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7564,Suppress from paid media
CUST-000251,Eastern Cape,New,granted,2,433.81,1,34,0.3786,Medium propensity,0.2907,Email nurture
CUST-000252,Gauteng,Returning,denied,0,0.00,0,181,0.0100,Low propensity,0.7873,Suppress from paid media
CUST-000253,Gauteng,New,denied,2,498.96,2,53,0.2962,Medium propensity,0.4359,Email nurture
CUST-000254,Gauteng,Returning,granted,1,506.18,1,72,0.1961,Low propensity,0.5622,Suppress from paid media
CUST-000255,Western Cape,New,granted,2,1219.09,3,31,0.4491,High propensity,0.2105,Customer Match + Email
CUST-000256,Gauteng,New,unknown,0,0.00,0,181,0.0100,Low propensity,0.7218,Suppress from paid media
CUST-000257,Free State,New,granted,1,145.41,1,171,0.1084,Low propensity,0.6850,Suppress from paid media
