source_table,grain_id,reject_reason,raw_payload
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-01-31', 'province': 'Eastern Cape', 'city': 'East London', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-03-17', 'province': 'Western Cape', 'city': 'Stellenbosch', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-02-11', 'province': 'Western Cape', 'city': 'Stellenbosch', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-01-31', 'province': 'Western Cape', 'city': 'Paarl', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-02-28', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-04-08', 'province': 'Western Cape', 'city': 'Cape Town', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-03-01', 'province': 'Western Cape', 'city': 'Stellenbosch', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-01-28', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-03-09', 'province': 'Eastern Cape', 'city': 'Gqeberha', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-06-18', 'province': 'Western Cape', 'city': 'Cape Town', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-04-22', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-03-29', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'Lapsed Reactivated', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-05-18', 'province': 'Western Cape', 'city': 'Cape Town', 'customer_segment': 'Returning', 'consent_status': 'unknown', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-04-30', 'province': 'Western Cape', 'city': 'Paarl', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-06-09', 'province': 'KwaZulu-Natal', 'city': 'Durban', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-06-22', 'province': 'Eastern Cape', 'city': 'Gqeberha', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-06-26', 'province': 'Western Cape', 'city': 'Stellenbosch', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-04-02', 'province': 'Gauteng', 'city': 'Sandton', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-05-02', 'province': 'North West', 'city': 'Rustenburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'dirty_crm_export'}"
customers_raw,,DUPLICATE_CUSTOMER_ID,"{'customer_id': '', 'first_seen_date': '2024-04-16', 'province': 'KwaZulu-Natal', 'city': 'Durban', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'dirty_crm_export'}"
customers_raw,CUST-001989,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-001989', 'first_seen_date': '2024-01-09', 'province': 'KwaZulu-Natal', 'city': 'Pietermaritzburg', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008601,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008601', 'first_seen_date': '2024-06-16', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-000219,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-000219', 'first_seen_date': '2024-03-25', 'province': 'Gauteng', 'city': 'Sandton', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-001791,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-001791', 'first_seen_date': '2024-04-30', 'province': 'Western Cape', 'city': 'Paarl', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-004862,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-004862', 'first_seen_date': '2024-05-21', 'province': 'North West', 'city': 'Rustenburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008501,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008501', 'first_seen_date': '2024-06-21', 'province': 'Mpumalanga', 'city': 'Nelspruit', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005666,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005666', 'first_seen_date': '2024-05-07', 'province': 'Western Cape', 'city': 'Paarl', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-006228,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-006228', 'first_seen_date': '2024-06-15', 'province': 'Western Cape', 'city': 'Cape Town', 'customer_segment': 'New', 'consent_status': 'unknown', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005100,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005100', 'first_seen_date': '2024-03-12', 'province': 'Western Cape', 'city': 'Paarl', 'customer_segment': 'VIP', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-001107,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-001107', 'first_seen_date': '2024-06-16', 'province': 'KwaZulu-Natal', 'city': 'Durban', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005431,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005431', 'first_seen_date': '2024-03-07', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009885,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009885', 'first_seen_date': '2024-06-19', 'province': 'Western Cape', 'city': 'Paarl', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008816,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008816', 'first_seen_date': '2024-02-25', 'province': 'North West', 'city': 'Rustenburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-006771,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-006771', 'first_seen_date': '2024-06-02', 'province': 'Eastern Cape', 'city': 'Gqeberha', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009650,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009650', 'first_seen_date': '2024-06-20', 'province': 'KwaZulu-Natal', 'city': 'Pietermaritzburg', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008150,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008150', 'first_seen_date': '2024-03-28', 'province': 'Gauteng', 'city': 'Sandton', 'customer_segment': 'Lapsed Reactivated', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-000555,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-000555', 'first_seen_date': '2024-06-06', 'province': 'Western Cape', 'city': 'Stellenbosch', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-006332,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-006332', 'first_seen_date': '2024-02-15', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-007971,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-007971', 'first_seen_date': '2024-05-21', 'province': 'Western Cape', 'city': 'Paarl', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-003910,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-003910', 'first_seen_date': '2024-04-07', 'province': 'Gauteng', 'city': 'Sandton', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005632,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005632', 'first_seen_date': '2024-01-07', 'province': 'Free State', 'city': 'Bloemfontein', 'customer_segment': 'Lapsed Reactivated', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008726,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008726', 'first_seen_date': '2024-03-04', 'province': 'Western Cape', 'city': 'Cape Town', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-002254,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-002254', 'first_seen_date': '2024-03-20', 'province': 'Free State', 'city': 'Bloemfontein', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009651,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009651', 'first_seen_date': '2024-06-28', 'province': 'Free State', 'city': 'Bloemfontein', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009690,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009690', 'first_seen_date': '2024-05-01', 'province': 'North West', 'city': 'Rustenburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008375,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008375', 'first_seen_date': '2024-01-31', 'province': 'Gauteng', 'city': 'Pretoria', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008650,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008650', 'first_seen_date': '2024-01-18', 'province': 'Gauteng', 'city': 'Sandton', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008909,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008909', 'first_seen_date': '2024-04-14', 'province': 'Western Cape', 'city': 'George', 'customer_segment': 'New', 'consent_status': 'unknown', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009472,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009472', 'first_seen_date': '2024-06-12', 'province': 'Western Cape', 'city': 'Stellenbosch', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-003172,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-003172', 'first_seen_date': '2024-03-13', 'province': 'Western Cape', 'city': 'George', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-007144,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-007144', 'first_seen_date': '2024-04-14', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'Returning', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-001527,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-001527', 'first_seen_date': '2024-02-24', 'province': 'Gauteng', 'city': 'Sandton', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-000909,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-000909', 'first_seen_date': '2024-05-25', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005193,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005193', 'first_seen_date': '2024-04-24', 'province': 'Free State', 'city': 'Bloemfontein', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-007901,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-007901', 'first_seen_date': '2024-03-11', 'province': 'Limpopo', 'city': 'Polokwane', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008091,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008091', 'first_seen_date': '2024-05-19', 'province': 'Western Cape', 'city': 'Paarl', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008255,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008255', 'first_seen_date': '2024-03-04', 'province': 'KwaZulu-Natal', 'city': 'Pietermaritzburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-007059,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-007059', 'first_seen_date': '2024-02-16', 'province': 'KwaZulu-Natal', 'city': 'Durban', 'customer_segment': 'Lapsed Reactivated', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-004665,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-004665', 'first_seen_date': '2024-04-02', 'province': 'Western Cape', 'city': 'Stellenbosch', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-002402,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-002402', 'first_seen_date': '2024-05-05', 'province': 'North West', 'city': 'Rustenburg', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-004332,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-004332', 'first_seen_date': '2024-02-09', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-007052,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-007052', 'first_seen_date': '2024-05-11', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-002757,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-002757', 'first_seen_date': '2024-01-24', 'province': 'KwaZulu-Natal', 'city': 'Umhlanga', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-007241,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-007241', 'first_seen_date': '22/01/2024', 'province': 'Western Cape', 'city': 'George', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-002985,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-002985', 'first_seen_date': '2024-03-14', 'province': 'Eastern Cape', 'city': 'East London', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-006262,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-006262', 'first_seen_date': '2024-02-07', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-004995,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-004995', 'first_seen_date': '2024-01-20', 'province': ' GAUTENG', 'city': 'Sandton', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-002962,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-002962', 'first_seen_date': '2024-02-27', 'province': 'KwaZulu-Natal', 'city': 'Durban', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005147,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005147', 'first_seen_date': '2024-05-25', 'province': 'Western Cape', 'city': 'George', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-004679,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-004679', 'first_seen_date': '2024-01-28', 'province': 'Eastern Cape', 'city': 'Gqeberha', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-007842,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-007842', 'first_seen_date': '2024-01-03', 'province': 'Gauteng', 'city': 'Pretoria', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-003937,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-003937', 'first_seen_date': '2024-04-15', 'province': 'North West', 'city': 'Rustenburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005193,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005193', 'first_seen_date': '2024-04-24', 'province': 'Free State', 'city': 'Bloemfontein', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009141,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009141', 'first_seen_date': '2024-02-13', 'province': 'KwaZulu-Natal', 'city': 'Durban', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-002247,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-002247', 'first_seen_date': '2024-03-30', 'province': 'Mpumalanga', 'city': 'Nelspruit', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009705,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009705', 'first_seen_date': '2024-05-26', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-006890,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-006890', 'first_seen_date': '2024-03-12', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008946,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008946', 'first_seen_date': '2024-02-08', 'province': 'KwaZulu-Natal', 'city': 'Pietermaritzburg', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008783,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008783', 'first_seen_date': '2024-03-29', 'province': 'Gauteng', 'city': 'Soweto', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005908,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005908', 'first_seen_date': '2024-05-15', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'Lapsed Reactivated', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-004190,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-004190', 'first_seen_date': '2024-02-19', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'VIP', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009467,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009467', 'first_seen_date': '2024-05-29', 'province': 'Eastern Cape', 'city': 'Gqeberha', 'customer_segment': 'New', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-008162,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-008162', 'first_seen_date': '2024-04-08', 'province': 'Free State', 'city': 'Bloemfontein', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-005510,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-005510', 'first_seen_date': '2024-04-20', 'province': 'Gauteng', 'city': 'Sandton', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-006440,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-006440', 'first_seen_date': '2024-06-02', 'province': 'Western Cape', 'city': 'Cape Town', 'customer_segment': 'Returning', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-009039,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-009039', 'first_seen_date': '2024-02-29', 'province': 'KwaZulu-Natal', 'city': 'Pietermaritzburg', 'customer_segment': 'New', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-002094,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-002094', 'first_seen_date': '2024-06-28', 'province': 'Gauteng', 'city': 'Johannesburg', 'customer_segment': 'VIP', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-007166,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-007166', 'first_seen_date': '2024-01-27', 'province': 'Western Cape', 'city': 'Stellenbosch', 'customer_segment': 'Returning', 'consent_status': 'denied', '_source_note': 'crm_retry_duplicate'}"
customers_raw,CUST-000828,DUPLICATE_CUSTOMER_ID,"{'customer_id': 'CUST-000828', 'first_seen_date': '2024-01-19', 'province': 'Eastern Cape', 'city': 'Gqeberha', 'customer_segment': 'Returning', 'consent_status': 'granted', '_source_note': 'crm_retry_duplicate'}"
