customer_id,first_seen_date,province,city,customer_segment,consent_status,_source_note
CUST-000150,2024-02-05,Western Cape,Paarl,New,denied,source_export
CUST-000151,2024-06-23,Eastern Cape,Gqeberha,Returning,granted,source_export
CUST-000152,2024-02-14,Western Cape,Cape Town,Lapsed Reactivated,granted,source_export
CUST-000153,2024-02-22,Mpumalanga,Nelspruit,New,granted,source_export
CUST-000154,2024-02-19,Gauteng,Sandton,New,granted,source_export
CUST-000155,2024-01-21,Gauteng,Sandton,New,granted,source_export
CUST-000156,2024-02-12,Eastern Cape,Gqeberha,Lapsed Reactivated,granted,source_export
CUST-000157,2024-06-04,Western Cape,Paarl,Returning,denied,source_export
CUST-000158,2024-05-05,Limpopo,Polokwane,New,granted,source_export
CUST-000159,2024-01-14,Gauteng,Sandton,New,denied,source_export
CUST-000160,2024-04-12,Free State,Bloemfontein,Returning,granted,source_export
CUST-000161,2024-05-27,Gauteng,Johannesburg,New,granted,source_export
CUST-000162,2024-05-17,Gauteng,Pretoria,Returning,granted,source_export
CUST-000163,2024-03-24,KwaZulu-Natal,Durban,Returning,denied,source_export
CUST-000164,2024-04-24,Limpopo,Polokwane,Returning,granted,source_export
CUST-000165,2024-03-31,Eastern Cape,Gqeberha,Returning,granted,source_export
CUST-000166,2024-04-15,Western Cape,George,New,granted,source_export
CUST-000167,2024-05-06,Gauteng,Soweto,New,granted,source_export
CUST-000168,2024-05-12,Eastern Cape,Gqeberha,New,granted,source_export
CUST-000169,2024-05-13,Western Cape,Paarl,New,granted,source_export
CUST-000170,2024-01-22,Gauteng,Sandton,VIP,granted,source_export
CUST-000171,2024-06-04,Gauteng,Pretoria,VIP,granted,source_export
CUST-000172,2024-03-09,Western Cape,Paarl,New,granted,source_export
CUST-000173,2024-01-18,Western Cape,George,New,granted,source_export
CUST-000174,2024-04-17,Western Cape,Paarl,New,granted,source_export
CUST-000175,2024-03-07,Western Cape,George,Returning,denied,source_export
CUST-000176,2024-06-14,Western Cape,George,New,unknown,source_export
CUST-000177,2024-04-13,Gauteng,Pretoria,Lapsed Reactivated,granted,source_export
CUST-000178,2024-01-23,Gauteng,Pretoria,Returning,granted,source_export
CUST-000179,2024-03-18,Gauteng,Pretoria,New,unknown,source_export
CUST-000180,2024-05-13,Gauteng,Sandton,New,denied,source_export
CUST-000181,2024-05-29,Gauteng,Soweto,New,granted,source_export
CUST-000182,2024-02-12,Gauteng,Sandton,New,granted,source_export
CUST-000183,2024-06-02,Limpopo,Polokwane,New,granted,source_export
CUST-000184,2024-04-10,Western Cape,Cape Town,New,granted,source_export
CUST-000185,2024-04-23,Western Cape,Paarl,New,granted,source_export
CUST-000186,2024-04-21,Northern Cape,Kimberley,Returning,granted,source_export
CUST-000187,2024-06-30,Gauteng,Soweto,New,granted,source_export
CUST-000188,2024-05-05,Gauteng,Pretoria,New,denied,source_export
CUST-000189,2024-04-26,Gauteng,Sandton,New,granted,source_export
CUST-000190,2024-05-07,Western Cape,George,Returning,granted,source_export
CUST-000191,2024-05-07,Northern Cape,Kimberley,New,granted,source_export
CUST-000192,2024-06-28,Limpopo,Polokwane,VIP,granted,source_export
CUST-000193,2024-04-18,Gauteng,Pretoria,New,granted,source_export
CUST-000194,2024-03-23,KwaZulu-Natal,Durban,Returning,granted,source_export
CUST-000195,2024-06-25,Gauteng,Pretoria,VIP,granted,source_export
CUST-000196,2024-05-31,Limpopo,Polokwane,New,granted,source_export
CUST-000197,2024-03-23,Limpopo,Polokwane,New,granted,source_export
CUST-000198,2024-02-19,Western Cape,Cape Town,Returning,denied,source_export
CUST-000199,2024-02-29,Western Cape,Stellenbosch,New,unknown,source_export
CUST-000200,2024-01-27,Western Cape,Stellenbosch,New,granted,source_export
CUST-000201,2024-06-23,KwaZulu-Natal,Durban,Lapsed Reactivated,granted,source_export
CUST-000202,2024-05-20,Gauteng,Sandton,Returning,granted,source_export
CUST-000203,2024-04-11,Gauteng,Pretoria,New,granted,source_export
CUST-000204,2024-04-04,Gauteng,Johannesburg,Lapsed Reactivated,granted,source_export
CUST-000205,2024-03-23,Western Cape,Stellenbosch,New,denied,source_export
CUST-000206,2024-01-25,Free State,Bloemfontein,Returning,granted,source_export
CUST-000207,2024-04-09,Gauteng,Sandton,Returning,granted,source_export
CUST-000208,2024-02-23,Gauteng,Soweto,New,granted,source_export
CUST-000209,2024-02-26,Gauteng,Johannesburg,Returning,granted,source_export
CUST-000210,2024-01-23,Gauteng,Johannesburg,New,granted,source_export
CUST-000211,2024-02-03,KwaZulu-Natal,Pietermaritzburg,New,granted,source_export
CUST-000212,2024-01-30,KwaZulu-Natal,Umhlanga,Lapsed Reactivated,granted,source_export
CUST-000213,2024-05-27,North West,Rustenburg,New,granted,source_export
CUST-000214,2024-02-03,KwaZulu-Natal,Durban,New,granted,source_export
CUST-000215,2024-02-16,Gauteng,Pretoria,New,granted,source_export
CUST-000216,2024-04-02,Eastern Cape,East London,New,denied,source_export
CUST-000217,2024-03-05,Western Cape,Cape Town,New,granted,source_export
CUST-000218,2024-04-17,Western Cape,Paarl,New,granted,source_export
CUST-000219,2024-03-25,Gauteng,Sandton,Returning,granted,source_export
CUST-000220,2024-03-04,KwaZulu-Natal,Durban,New,granted,source_export
CUST-000221,2024-04-24,Western Cape,George,Returning,granted,source_export
CUST-000222,2024-01-13,Mpumalanga,Nelspruit,New,granted,source_export
CUST-000223,2024-03-05,Eastern Cape,Gqeberha,New,granted,source_export
CUST-000224,2024-04-28,Free State,Bloemfontein,New,granted,source_export
CUST-000225,2024-06-17,Gauteng,Johannesburg,Returning,granted,source_export
CUST-000226,2024-01-24,Eastern Cape,East London,New,granted,source_export
CUST-000227,2024-01-22,Western Cape,Paarl,Returning,granted,source_export
CUST-000228,2024-06-23,Western Cape,Cape Town,Returning,granted,source_export
CUST-000229,2024-05-15,Gauteng,Pretoria,Returning,granted,source_export
CUST-000230,2024-06-28,Western Cape,Stellenbosch,New,granted,source_export
CUST-000231,2024-04-30,Gauteng,Pretoria,New,granted,source_export
CUST-000232,2024-06-11,Western Cape,Paarl,Returning,granted,source_export
CUST-000233,2024-04-12,KwaZulu-Natal,Pietermaritzburg,New,granted,source_export
CUST-000234,2024-03-25,Western Cape,Paarl,New,granted,source_export
CUST-000235,26/03/2024,Gauteng,Pretoria,New,granted,source_export
CUST-000236,2024-05-14,Western Cape,Paarl,New,granted,source_export
CUST-000237,2024-01-21,Gauteng,Pretoria,New,granted,source_export
CUST-000238,2024-06-23,Western Cape,Stellenbosch,New,granted,source_export
CUST-000239,2024-01-16,Eastern Cape,Gqeberha,New,granted,source_export
CUST-000240,2024-06-18,Gauteng,Sandton,New,granted,source_export
CUST-000241,2024-04-17,Gauteng,Johannesburg,Returning,granted,source_export
CUST-000242,2024-06-17,Western Cape,Stellenbosch,New,unknown,source_export
CUST-000243,2024-04-24,Eastern Cape,East London,Returning,granted,source_export
CUST-000244,2024-02-23,Limpopo,Polokwane,Returning,denied,source_export
CUST-000245,2024-02-06,Gauteng,Johannesburg,VIP,granted,source_export
CUST-000246,2024-05-19,Free State,Bloemfontein,New,granted,source_export
CUST-000247,2024-03-27,Gauteng,Soweto,New,granted,source_export
CUST-000248,2024-06-20,Gauteng,Soweto,Lapsed Reactivated,denied,source_export
CUST-000249,2024-03-27,Western Cape,Cape Town,Returning,granted,source_export
CUST-000250,2024-03-04,KwaZulu-Natal,Pietermaritzburg,New,granted,source_export
CUST-000251,2024-04-19,Eastern Cape,East London,New,granted,source_export
CUST-000252,2024-02-22,Gauteng,Pretoria,Returning,denied,source_export
CUST-000253,2024-04-03,Gauteng,Soweto,New,denied,source_export
CUST-000254,2024-02-09,Gauteng,Pretoria,Returning,granted,source_export
CUST-000255,2024-03-11,Western Cape,Stellenbosch,New,granted,source_export
CUST-000256,2024-04-01,Gauteng,Pretoria,New,unknown,source_export
CUST-000257,2024-06-17,Free State,Bloemfontein,New,granted,source_export
CUST-000258,2024-01-19,Gauteng,Sandton,New,granted,source_export
CUST-000259,2024-04-10,Eastern Cape,Gqeberha,New,granted,source_export
CUST-000260,2024-03-28,Mpumalanga,Nelspruit,Returning,granted,source_export
CUST-000261,01/06/2024,Western Cape,Paarl,New,denied,source_export
CUST-000262,2024-01-10,Gauteng,Soweto,New,granted,source_export
CUST-000263,2024-01-21,Western Cape,Stellenbosch,New,unknown,source_export
CUST-000264,2024-04-21,Western Cape,George,Lapsed Reactivated,denied,source_export
CUST-000265,2024-05-14,KwaZulu-Natal,Umhlanga,VIP,denied,source_export
CUST-000266,2024-01-08,Gauteng,Soweto,Returning,denied,source_export
CUST-000267,2024-01-25,Western Cape,George,New,denied,source_export
CUST-000268,2024-01-16,Gauteng,Soweto,New,denied,source_export
CUST-000269,2024-04-04,Gauteng,Soweto,New,granted,source_export
CUST-000270,2024-01-08,Gauteng,Pretoria,New,granted,source_export
CUST-000271,2024-06-30,Gauteng,Johannesburg,New,granted,source_export
CUST-000272,2024-02-15,Gauteng,Johannesburg,Returning,granted,source_export
CUST-000273,2024-05-14,Limpopo,Polokwane,New,granted,source_export
CUST-000274,2024-03-29,Western Cape,Paarl,New,denied,source_export
CUST-000275,2024-06-04,Western Cape,Paarl,Lapsed Reactivated,granted,source_export
CUST-000276,2024-01-15,Gauteng,Johannesburg,Returning,granted,source_export
CUST-000277,2024-02-04,Gauteng,Pretoria,Returning,granted,source_export
CUST-000278,2024-03-23,Gauteng,Sandton,VIP,granted,source_export
CUST-000279,2024-05-03,Mpumalanga,Nelspruit,New,granted,source_export
CUST-000280,2024-04-24,Western Cape,Paarl,New,denied,source_export
CUST-000281,2024-01-07,Western Cape,George,Returning,granted,source_export
CUST-000282,2024-04-05,North West,Rustenburg,New,denied,source_export
CUST-000283,2024-05-22,Western Cape,Stellenbosch,Lapsed Reactivated,granted,source_export
CUST-000284,2024-01-29,Gauteng,Sandton,Returning,granted,source_export
CUST-000285,2024-02-08,Western Cape,Cape Town,VIP,granted,source_export
CUST-000286,2024-03-17,North West,Rustenburg,Returning,denied,source_export
CUST-000287,2024-06-29,Gauteng,Soweto,Returning,granted,source_export
CUST-000288,2024-02-17,Western Cape,Stellenbosch,Returning,denied,source_export
CUST-000289,2024-06-22,KwaZulu-Natal,Pietermaritzburg,Lapsed Reactivated,denied,source_export
CUST-000290,20/02/2024,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-000291,2024-03-27,Gauteng,Pretoria,New,granted,source_export
CUST-000292,2024-02-11,Western Cape,George,New,granted,source_export
CUST-000293,2024-04-12,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-000294,2024-02-08,Western Cape,Stellenbosch,New,granted,source_export
CUST-000295,2024-06-15,Eastern Cape,Gqeberha,Returning,denied,source_export
CUST-000296,2024-02-23,Western Cape,Stellenbosch,New,granted,source_export
CUST-000297,2024-02-23,KwaZulu-Natal,Durban,New,denied,source_export
CUST-000298,2024-04-22,Western Cape,George,Lapsed Reactivated,denied,source_export
CUST-000299,2024-05-14,Western Cape,Stellenbosch,Lapsed Reactivated,granted,source_export
CUST-000300,2024-01-25,Eastern Cape,Gqeberha,Returning,granted,source_export
CUST-000301,2024-03-13,Western Cape,George,New,denied,source_export
CUST-000302,2024-03-02,Western Cape,Cape Town,New,granted,source_export
CUST-000303,2024-06-25,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-000304,2024-01-30,Western Cape,Stellenbosch,New,granted,source_export
CUST-000305,2024-06-11,Western Cape,George,New,denied,source_export
CUST-000306,2024-06-14,KwaZulu-Natal,Pietermaritzburg,Lapsed Reactivated,granted,source_export
CUST-000307,2024-05-22,Mpumalanga,Nelspruit,New,granted,source_export
CUST-000308,2024-03-21,Western Cape,Paarl,New,granted,source_export
CUST-000309,2024-02-04,North West,Rustenburg,New,granted,source_export
CUST-000310,2024-05-08,Gauteng,Sandton,Returning,granted,source_export
CUST-000311,2024-02-21,KwaZulu-Natal,Umhlanga,Returning,granted,source_export
CUST-000312,2024-01-15,Gauteng,Soweto,New,granted,source_export
CUST-000313,2024-05-25,Eastern Cape,East London,New,granted,source_export
CUST-000314,2024-04-23,KwaZulu-Natal,Durban,New,granted,source_export
CUST-000315,2024-05-03,North West,Rustenburg,New,granted,source_export
CUST-000316,2024-02-07,Western Cape,Cape Town,Returning,granted,source_export
CUST-000317,2024-05-08,Limpopo,Polokwane,New,granted,source_export
CUST-000318,2024-06-01,Limpopo,Polokwane,Returning,granted,source_export
CUST-000319,2024-04-03,Gauteng,Pretoria,Returning,granted,source_export
CUST-000320,2024-05-25,Free State,Bloemfontein,Lapsed Reactivated,granted,source_export
CUST-000321,2024-05-13,Gauteng,Soweto,New,granted,source_export
CUST-000322,2024-05-20,Western Cape,Cape Town,New,granted,source_export
CUST-000323,2024-02-12,Gauteng,Pretoria,New,granted,source_export
CUST-000324,2024-06-02,Gauteng,Johannesburg,New,granted,source_export
CUST-000325,2024-05-02,KwaZulu-Natal,Pietermaritzburg,New,unknown,source_export
CUST-000326,2024-06-23,KwaZulu-Natal,Umhlanga,Lapsed Reactivated,granted,source_export
CUST-000327,2024-05-24,Gauteng,Soweto,Returning,granted,source_export
CUST-000328,2024-04-18,Western Cape,George,New,granted,source_export
CUST-000329,2024-05-18,North West,Rustenburg,New,granted,source_export
CUST-000330,2024-05-21,Eastern Cape,East London,Returning,granted,source_export
CUST-000331,2024-04-18,North West,Rustenburg,Returning,granted,source_export
CUST-000332,2024-05-01,KwaZulu-Natal,Durban,Returning,granted,source_export
CUST-000333,2024-06-11,Western Cape,Stellenbosch,New,granted,source_export
CUST-000334,2024-01-14,Gauteng,Pretoria,New,granted,source_export
CUST-000335,2024-01-25,Free State,Bloemfontein,New,granted,source_export
CUST-000336,2024-02-22,Eastern Cape,East London,Returning,denied,source_export
CUST-000337,2024-04-23,Gauteng,Pretoria,Returning,granted,source_export
CUST-000338,2024-04-19,Mpumalanga,Nelspruit,VIP,granted,source_export
CUST-000339,2024-03-04,Gauteng,Soweto,New,denied,source_export
CUST-000340,2024-02-20,Western Cape,George,New,granted,source_export
CUST-000341,2024-05-29,Gauteng,Sandton,New,granted,source_export
CUST-000342,2024-03-06,Free State,Bloemfontein,New,denied,source_export
CUST-000343,2024-03-13,Gauteng,Soweto,Returning,granted,source_export
CUST-000344,2024-01-31,Eastern Cape,Gqeberha,VIP,granted,source_export
CUST-000345,2024-01-22,Gauteng,Pretoria,Returning,granted,source_export
CUST-000346,2024-06-08,Western Cape,George,VIP,granted,source_export
CUST-000347,2024-06-19,Western Cape,George,New,granted,source_export
CUST-000348,2024-06-09,KwaZulu-Natal,Umhlanga,Returning,unknown,source_export
CUST-000349,2024-06-28,Gauteng,Johannesburg,New,granted,source_export
CUST-000350,2024-02-25,Western Cape,George,Returning,granted,source_export
CUST-000351,2024-03-07,Western Cape,Cape Town,Returning,YES,source_export
CUST-000352,2024-06-30,Gauteng,Soweto,Returning,granted,source_export
CUST-000353,2024-01-10,Gauteng,Soweto,Returning,granted,source_export
CUST-000354,2024-04-15,KwaZulu-Natal,Pietermaritzburg,New,denied,source_export
CUST-000355,2024-05-14,Gauteng,Soweto,Returning,granted,source_export
CUST-000356,2024-06-08,Gauteng,Johannesburg,New,unknown,source_export
CUST-000357,2024-02-14,Western Cape,Paarl,Returning,granted,source_export
CUST-000358,2024-06-24,Western Cape,Paarl,New,granted,source_export
CUST-000359,22/04/2024,Gauteng,Soweto,Returning,granted,source_export
CUST-000360,2024-02-12,Gauteng,Pretoria,New,granted,source_export
CUST-000361,2024-06-26,Western Cape,Cape Town,New,granted,source_export
CUST-000362,2024-04-07,Eastern Cape,East London,VIP,denied,source_export
CUST-000363,2024-04-19,Western Cape,George,Returning,denied,source_export
CUST-000364,2024-03-13,Western Cape,Stellenbosch,New,denied,source_export
CUST-000365,2024-05-19,Western Cape,Paarl,New,granted,source_export
CUST-000366,2024-06-24,Gauteng,Pretoria,New,granted,source_export
CUST-000367,2024-06-05,Western Cape,Paarl,Lapsed Reactivated,granted,source_export
CUST-000368,2024-02-12,Western Cape,Cape Town,New,granted,source_export
CUST-000369,2024-03-26,Northern Cape,Kimberley,New,granted,source_export
CUST-000370,2024-04-09,Mpumalanga,Nelspruit,New,granted,source_export
CUST-000371,2024-03-27,North West,Rustenburg,New,granted,source_export
CUST-000372,2024-03-18,Western Cape,Paarl,New,granted,source_export
CUST-000373,2024-04-03,Western Cape,Paarl,New,granted,source_export
CUST-000374,2024-03-08,KwaZulu-Natal,Durban,New,granted,source_export
CUST-000375,2024-02-12,Western Cape,Paarl,New,granted,source_export
CUST-000376,2024-04-14,Western Cape,Cape Town,New,granted,source_export
CUST-000377,2024-06-24,Gauteng,Soweto,New,granted,source_export
CUST-000378,2024-04-02,Limpopo,Polokwane,New,denied,source_export
CUST-000379,2024-02-18,Gauteng,Sandton,Returning,granted,source_export
CUST-000380,2024-02-02,Western Cape,Paarl,New,YES,source_export
CUST-000381,2024-05-08,Gauteng,Soweto,New,granted,source_export
